API,label
amazonaws.com:mobile,2
amazonaws.com:mobileanalytics,1
amazonaws.com:monitoring,3
amazonaws.com:mq,3
amazonaws.com:mturk-requester,3
amazonaws.com:opsworks,3
amazonaws.com:opsworkscm,3
amazonaws.com:organizations,3
amazonaws.com:pinpoint,3
amazonaws.com:polly,2
amazonaws.com:pricing,2
amazonaws.com:rds,3
amazonaws.com:redshift,3
amazonaws.com:rekognition,3
amazonaws.com:resource-groups,2
amazonaws.com:resourcegroupstaggingapi,2
amazonaws.com:route53,3
amazonaws.com:route53domains,3
amazonaws.com:runtime.lex,1
amazonaws.com:runtime.sagemaker,1
amazonaws.com:s3,3
amazonaws.com:sagemaker,3
amazonaws.com:sdb,2
amazonaws.com:secretsmanager,3
amazonaws.com:serverlessrepo,2
amazonaws.com:servicecatalog,3
amazonaws.com:servicediscovery,3
amazonaws.com:shield,2
amazonaws.com:sms,2
amazonaws.com:snowball,3
amazonaws.com:sns,3
amazonaws.com:sqs,3
amazonaws.com:ssm,3
amazonaws.com:states,3
amazonaws.com:storagegateway,3
amazonaws.com:streams.dynamodb,2
amazonaws.com:sts,2
amazonaws.com:support,3
amazonaws.com:swf,3
amazonaws.com:transcribe,2
amazonaws.com:translate,1
amazonaws.com:waf,3
amazonaws.com:waf-regional,3
amazonaws.com:workdocs,3
amazonaws.com:workmail,3
amazonaws.com:workspaces,3
amazonaws.com:xray,2
anchore.io,3
apache.org:qakka,2
apacta.com,3
api2cart.com,3
apigee.net:marketcheck-cars,3
apimatic.io,1
apis.guru,1
apitore.com:2chMatomeFeedsApis,1
apitore.com:certificateFeedsApis,1
apitore.com:cosineSimilarity,1
apitore.com:designFeedsApis,1
apitore.com:documentFrequencyApis,1
apitore.com:gameFeedsApis,1
apitore.com:japaneseWordnetApis,1
apitore.com:kmeansClusteringByWord2vec,1
apitore.com:kuromojiApis,1
apitore.com:languageDetectionApis,1
apitore.com:newsFeedsApis,1
apitore.com:pioneerBlogFeedsApis,1
apitore.com:rss2jsonApis,1
apitore.com:sentenceSeparatorApis,1
apitore.com:sentenceSimilarity,1
apitore.com:sentencepieceApis_tweet_,1
apitore.com:sentencepieceApis_wikipedia_,1
apitore.com:sentimentApis,1
apitore.com:synonymApis,1
apitore.com:techFeedsApis,1
apitore.com:text2labelByTfidfApis,1
apitore.com:text2labelByWordVectorApis,1
apitore.com:travelFeedsApis,1
apitore.com:tweetSummarizationApis,1
apitore.com:twitterApis,1
apitore.com:twitterApisWithSentimentByApitoreSentimentApi,1
apitore.com:twitterApisWithWord2vecQueryExpansion,1
"apitore.com:twitterApisWithWord2vecQueryExpansion,AndAddSentimentByApitoreSentimentApi",1
apitore.com:url2hrefApis,1
apitore.com:url2htmlApis,1
apitore.com:url2labelByTfidfApis,1
apitore.com:url2labelByWordVectorApis,1
apitore.com:url2srcApis,1
apitore.com:url2textApis,1
apitore.com:word2vecApis,1
apitore.com:wordnetApis,2
apitore.com:wordnetHypernymApis,1
apitore.com:wordnetHyponymApis,1
apitore.com:wordnetSimilarityApis,2
apitore.com:wordnetSynonymApis,1
apitore.com:wordnetTranslationApis,1
apitore.com:wordsToVectorsApis,1
appveyor.com,3
archive.org:search,1
archive.org:wayback,1
art19.com,2
ato.gov.au,3
aucklandmuseum.com,2
authentiq.io,2
avaza.com,3
aviationdata.systems,2
azure.com:advisor,2
azure.com:analysisservices,2
azure.com:apimanagement,2
azure.com:apimanagement-apimapis,3
azure.com:apimanagement-apimauthorizationservers,2
azure.com:apimanagement-apimbackends,2
azure.com:apimanagement-apimcertificates,1
azure.com:apimanagement-apimdeployment,2
azure.com:apimanagement-apimdiagnostics,2
azure.com:apimanagement-apimemailtemplate,2
azure.com:apimanagement-apimgroups,2
azure.com:apimanagement-apimidentityprovider,2
azure.com:apimanagement-apimloggers,2
azure.com:apimanagement-apimnetworkstatus,1
azure.com:apimanagement-apimnotifications,2
azure.com:apimanagement-apimopenidconnectproviders,2
azure.com:apimanagement-apimproducts,2
azure.com:apimanagement-apimproperties,2
azure.com:apimanagement-apimquotas,1
azure.com:apimanagement-apimreports,2
azure.com:apimanagement-apimsubscriptions,2
azure.com:apimanagement-apimtagresources,1
azure.com:apimanagement-apimtags,3
azure.com:apimanagement-apimtenant,2
azure.com:apimanagement-apimusers,2
azure.com:apimanagement-apimversionsets,2
azure.com:applicationinsights-aiOperations_API,1
azure.com:applicationinsights-componentAnnotations_API,1
azure.com:applicationinsights-componentApiKeys_API,1
azure.com:applicationinsights-componentContinuousExport_API,1
azure.com:applicationinsights-componentFeaturesAndPricing_API,1
azure.com:applicationinsights-componentProactiveDetection_API,1
azure.com:applicationinsights-componentWorkItemConfigs_API,1
azure.com:applicationinsights-components_API,2
azure.com:applicationinsights-favorites_API,1
azure.com:applicationinsights-webTestLocations_API,1
azure.com:applicationinsights-webTests_API,2
azure.com:authorization,2
azure.com:authorization-authorization-ClassicAdminCalls,1
azure.com:authorization-authorization-RACalls,2
azure.com:authorization-authorization-RoleBasedCalls,2
azure.com:automation-account,2
azure.com:automation-certificate,1
azure.com:automation-connection,1
azure.com:automation-connectionType,1
azure.com:automation-credential,1
azure.com:automation-dscCompilationJob,1
azure.com:automation-dscConfiguration,2
azure.com:automation-dscNode,2
azure.com:automation-dscNodeConfiguration,1
azure.com:automation-hybridRunbookWorkerGroup,1
azure.com:automation-job,2
azure.com:automation-jobSchedule,1
azure.com:automation-linkedWorkspace,1
azure.com:automation-module,2
azure.com:automation-runbook,2
azure.com:automation-schedule,1
azure.com:automation-softwareUpdateConfiguration,1
azure.com:automation-softwareUpdateConfigurationMachineRun,1
azure.com:automation-softwareUpdateConfigurationRun,1
azure.com:automation-sourceControl,1
azure.com:automation-sourceControlSyncJob,1
azure.com:automation-variable,1
azure.com:automation-webhook,2
azure.com:azsadmin-Alert,1
azure.com:azsadmin-CommerceAdmin,1
azure.com:azsadmin-EdgeGateway,1
azure.com:azsadmin-EdgeGatewayPool,1
azure.com:azsadmin-FabricLocation,1
azure.com:azsadmin-FileShare,1
azure.com:azsadmin-InfraRole,1
azure.com:azsadmin-InfraRoleInstance,2
azure.com:azsadmin-IpPool,1
azure.com:azsadmin-LogicalNetwork,1
azure.com:azsadmin-LogicalSubnet,1
azure.com:azsadmin-MacAddressPool,1
azure.com:azsadmin-Operations,1
azure.com:azsadmin-RegionHealth,1
azure.com:azsadmin-ResourceHealth,1
azure.com:azsadmin-ScaleUnit,1
azure.com:azsadmin-ScaleUnitNode,2
azure.com:azsadmin-ServiceHealth,1
azure.com:azsadmin-SlbMuxInstance,1
azure.com:azsadmin-StoragePool,1
azure.com:azsadmin-StorageSystem,1
azure.com:azsadmin-Volume,1
azure.com:azurestack-AzureStack,1
azure.com:azurestack-CustomerSubscription,1
azure.com:azurestack-Product,1
azure.com:azurestack-Registration,1
azure.com:batch-BatchManagement,3
azure.com:batchai-BatchAI,2
azure.com:billing,2
azure.com:cdn,3
azure.com:cognitiveservices,2
azure.com:cognitiveservices-ComputerVision,2
azure.com:cognitiveservices-ContentModerator,3
azure.com:cognitiveservices-Face,3
azure.com:cognitiveservices-LUIS-Programmatic,3
azure.com:cognitiveservices-LUIS-Runtime,1
azure.com:cognitiveservices-TextAnalytics,1
azure.com:commerce,1
azure.com:compute,3
azure.com:compute-containerService,1
azure.com:compute-disk,2
azure.com:compute-runCommands,1
azure.com:compute-skus,1
azure.com:compute-swagger,1
azure.com:consumption,2
azure.com:containerinstance-containerInstance,2
azure.com:containerregistry,3
azure.com:containerservices-containerService,1
azure.com:containerservices-location,1
azure.com:containerservices-managedClusters,2
azure.com:cosmos-db,3
azure.com:customer-insights,3
azure.com:datacatalog,2
azure.com:datafactory,3
azure.com:datalake-analytics-account,3
azure.com:datalake-analytics-catalog,3
azure.com:datalake-analytics-job,2
azure.com:datalake-store-account,2
azure.com:datalake-store-filesystem,1
azure.com:datamigration,3
azure.com:deviceprovisioningservices-iotdps,2
azure.com:devtestlabs-DTL,3
azure.com:dns,2
azure.com:domainservices,2
azure.com:eventgrid-EventGrid,3
azure.com:eventhub-EventHub,3
azure.com:hanaonazure,1
azure.com:hdinsight-applications,1
azure.com:hdinsight-capabilities,1
azure.com:hdinsight-cluster,2
azure.com:hdinsight-configurations,1
azure.com:hdinsight-extensions,2
azure.com:hdinsight-operations,1
azure.com:hdinsight-scriptActions,2
azure.com:intune,3
azure.com:iothub,3
azure.com:keyvault,3
azure.com:keyvault-providers,1
azure.com:keyvault-secrets,1
azure.com:locationbasedservices,2
azure.com:logic,3
azure.com:machinelearning-commitmentPlans,2
azure.com:machinelearning-webservices,2
azure.com:machinelearning-workspaces,2
azure.com:machinelearningcompute-machineLearningCompute,2
azure.com:machinelearningexperimentation-machineLearningExperimentation,2
azure.com:managementgroups-management,2
azure.com:managementpartner-ManagementPartner,1
azure.com:marketplaceordering-Agreements,1
azure.com:mediaservices-media,2
azure.com:migrate,2
azure.com:mobileengagement-mobile-engagement,3
azure.com:monitor-actionGroups_API,2
azure.com:monitor-activityLogAlerts_API,2
azure.com:monitor-activityLogs_API,1
azure.com:monitor-alertRulesIncidents_API,1
azure.com:monitor-alertRules_API,1
azure.com:monitor-autoscale_API,1
azure.com:monitor-baseline_API,1
azure.com:monitor-calculateBaseline_API,1
azure.com:monitor-diagnosticsSettingsCategories_API,1
azure.com:monitor-diagnosticsSettings_API,1
azure.com:monitor-eventCategories_API,1
azure.com:monitor-logProfiles_API,1
azure.com:monitor-metricDefinitions_API,1
azure.com:monitor-metrics_API,1
azure.com:monitor-operations_API,1
azure.com:monitor-serviceDiagnosticsSettings_API,1
azure.com:monitor-tenantActivityLogs_API,1
azure.com:msi-ManagedIdentity,2
azure.com:mysql,2
azure.com:network,3
azure.com:network-applicationGateway,2
azure.com:network-applicationSecurityGroup,1
azure.com:network-checkDnsAvailability,1
azure.com:network-endpointService,1
azure.com:network-expressRouteCircuit,2
azure.com:network-loadBalancer,2
azure.com:network-networkInterface,2
azure.com:network-networkSecurityGroup,2
azure.com:network-networkWatcher,3
azure.com:network-operation,1
azure.com:network-publicIpAddress,2
azure.com:network-routeFilter,2
azure.com:network-routeTable,2
azure.com:network-serviceCommunity,1
azure.com:network-usage,1
azure.com:network-virtualNetwork,2
azure.com:network-virtualNetworkGateway,3
azure.com:network-vmssNetworkInterface,1
azure.com:network-vmssPublicIpAddress,1
azure.com:notificationhubs,3
azure.com:operationalinsights-OperationalInsights,2
azure.com:operationsmanagement-OperationsManagement,2
azure.com:policyinsights-policyEvents,2
azure.com:policyinsights-policyStates,2
azure.com:postgresql,2
azure.com:powerbidedicated,2
azure.com:powerbiembedded,2
azure.com:provisioningservices-iotdps,2
azure.com:recoveryservices-backup,1
azure.com:recoveryservices-registeredidentities,1
azure.com:recoveryservices-replicationusages,1
azure.com:recoveryservices-vaults,2
azure.com:recoveryservices-vaultusages,1
azure.com:recoveryservicesbackup,3
azure.com:recoveryservicesbackup-backupManagement,3
azure.com:recoveryservicesbackup-bms,2
azure.com:recoveryservicesbackup-jobs,1
azure.com:recoveryservicesbackup-operations,1
azure.com:recoveryservicesbackup-registeredIdentities,1
azure.com:recoveryservicessiterecovery-service,3
azure.com:redis,3
azure.com:relay,3
azure.com:reservations,2
azure.com:resourcehealth,1
azure.com:resources,3
azure.com:resources-features,1
azure.com:resources-links,1
azure.com:resources-locks,2
azure.com:resources-managedapplications,2
azure.com:resources-management,1
azure.com:resources-policy,2
azure.com:resources-policyAssignments,2
azure.com:resources-policyDefinitions,2
azure.com:resources-policySetDefinitions,2
azure.com:resources-subscriptions,1
azure.com:scheduler,2
azure.com:search,2
azure.com:search-searchindex,1
azure.com:search-searchservice,3
azure.com:servermanagement,3
azure.com:service-map-arm-service-map,3
azure.com:servicebus,3
azure.com:servicefabric,3
azure.com:sql-Databases,2
azure.com:sql-advisors,2
azure.com:sql-backupLongTermRetentionPolicies,1
azure.com:sql-backupLongTermRetentionVaults,1
azure.com:sql-backups,1
azure.com:sql-blobAuditingPolicies,1
azure.com:sql-cancelOperations,1
azure.com:sql-cancelPoolOperations,1
azure.com:sql-capabilities,1
azure.com:sql-checkNameAvailability,1
azure.com:sql-connectionPolicies,1
azure.com:sql-dataMasking,1
azure.com:sql-dataWarehouseUserActivities,1
azure.com:sql-databaseAutomaticTuning,1
azure.com:sql-databaseSecurityAlertPolicies,1
azure.com:sql-databases,2
azure.com:sql-deprecated,1
azure.com:sql-disasterRecoveryConfigurations,2
azure.com:sql-elasticPools,1
azure.com:sql-encryptionProtectors,1
azure.com:sql-failoverGroups,2
azure.com:sql-firewallRules,1
azure.com:sql-geoBackupPolicies,1
azure.com:sql-importExport,1
azure.com:sql-managedDatabases,2
azure.com:sql-metrics,1
azure.com:sql-operations,1
azure.com:sql-queries,1
azure.com:sql-renameDatabase,1
azure.com:sql-replicationLinks,1
azure.com:sql-restorePoints,1
azure.com:sql-serverAutomaticTuning,1
azure.com:sql-serverAzureADAdministrators,1
azure.com:sql-serverCommunicationLinks,1
azure.com:sql-serverDnsAliases,1
azure.com:sql-serverKeys,1
azure.com:sql-servers,2
azure.com:sql-serviceObjectives,1
azure.com:sql-sql.core,2
azure.com:sql-syncAgents,2
azure.com:sql-syncGroups,2
azure.com:sql-syncMembers,2
azure.com:sql-tableAuditing,2
azure.com:sql-usages,1
azure.com:sql-virtualNetworkRules,1
azure.com:storage,2
azure.com:storageimportexport,2
azure.com:storsimple8000series-storsimple,3
azure.com:streamanalytics-functions,2
azure.com:streamanalytics-inputs,2
azure.com:streamanalytics-outputs,2
azure.com:streamanalytics-streamingjobs,2
azure.com:streamanalytics-subscriptions,1
azure.com:streamanalytics-transformations,1
azure.com:subscription-subscriptionDefinitions,1
azure.com:timeseriesinsights,2
azure.com:trafficmanager,2
azure.com:trafficmanager-trafficmanageranalytics,1
azure.com:visualstudio-Csm,2
azure.com:web-AppServiceCertificateOrders,2
azure.com:web-AppServiceEnvironments,3
azure.com:web-AppServicePlans,3
azure.com:web-CertificateRegistrationProvider,1
azure.com:web-Certificates,2
azure.com:web-DeletedWebApps,1
azure.com:web-Diagnostics,2
azure.com:web-DomainRegistrationProvider,1
azure.com:web-Domains,2
azure.com:web-Provider,1
azure.com:web-Recommendations,2
azure.com:web-ResourceProvider,2
azure.com:web-TopLevelDomains,1
azure.com:web-WebApps,3
azure.com:web-logicAppsManagementClient,2
azure.com:web-service,3
bbc.co.uk,3
bbc.com,3
bbci.co.uk,3
bclaws.ca:bclaws,2
beanstream.com,2
beezup.com,3
betfair.com,1
bhagavadgita.io,2
bigoven.com,3
bikewise.org,1
bitbucket.org,3
blazemeter.com,2
bluemix.net:containers,3
botify.com,3
box.com:authorization,1
box.com:content,3
box.com:token,1
box.com:upload,2
brandlovers.com,3
brex.io,3
browshot.com,2
bufferapp.com,2
bulksms.com,2
bungie.net,3
callfire.com,3
cambase.io,2
carbondoomsday.com,1
ccp.is,3
cenit.io,3
channel4.com,3
circleci.com,3
circuitsandbox.net,3
cisco.com,2
citrixonline.com:gotomeeting,3
citrixonline.com:scim,2
citycontext.com,1
clarify.io,2
clever-cloud.com,3
clever.com,3
clickmeter.com,3
cloudmersive.com:ocr,1
cnab-online.herokuapp.com,1
code-scan.com,1
consumerfinance.gov,2
core.ac.uk,2
cybertaxonomy.eu,1
data.gov,1
data2crm.com,3
dataatwork.org,2
datumbox.com,2
deeparteffects.com,1
deutschebahn.com:betriebsstellen,1
deutschebahn.com:fahrplan,1
deutschebahn.com:fasta,1
deutschebahn.com:flinkster,2
deutschebahn.com:reisezentren,1
deutschebahn.com:stada,1
digitallinguistics.io,2
docker.com:engine,3
docusign.net,3
domainsdb.info,1
dracoon.team,3
dropx.io,2
dweet.io,2
ebay.com:buy-browse,1
ebay.com:buy-feed,1
ebay.com:buy-marketing,1
ebay.com:commerce-taxonomy,1
ebay.com:sell-fulfillment,1
envoice.in,3
epa.gov:air,2
epa.gov:case,2
epa.gov:cwa,3
epa.gov:dfr,3
epa.gov:echo,2
epa.gov:eff,2
epa.gov:rcra,2
epa.gov:sdw,2
etmdb.com,3
europeana.eu,2
exavault.com,3
fantasydata.net:cbb-v3-scores,2
fantasydata.net:cbb-v3-stats,2
fantasydata.net:cfb-v3-scores,2
fantasydata.net:golf-v2,2
fantasydata.net:mlb-v3-play-by-play,1
fantasydata.net:mlb-v3-projections,1
fantasydata.net:mlb-v3-projections-dfsr,1
fantasydata.net:mlb-v3-rotoballer-articles,1
fantasydata.net:mlb-v3-rotoballer-premium-news,1
fantasydata.net:mlb-v3-scores,2
fantasydata.net:mlb-v3-stats,3
fantasydata.net:nascar-v2,2
fantasydata.net:nba-v3-play-by-play,1
fantasydata.net:nba-v3-projections,1
fantasydata.net:nba-v3-rotoballer-articles,1
fantasydata.net:nba-v3-rotoballer-premium-news,1
fantasydata.net:nba-v3-scores,2
fantasydata.net:nba-v3-stats,3
fantasydata.net:nfl-v3-play-by-play,1
fantasydata.net:nfl-v3-projections,2
fantasydata.net:nfl-v3-projections-dfsr,1
fantasydata.net:nfl-v3-rotoballer-articles,1
fantasydata.net:nfl-v3-rotoballer-premium-news,1
fantasydata.net:nfl-v3-scores,3
fantasydata.net:nfl-v3-stats,3
fantasydata.net:nhl-v3-play-by-play,1
fantasydata.net:nhl-v3-projections,1
fantasydata.net:nhl-v3-scores,2
fantasydata.net:nhl-v3-stats,3
fantasydata.net:soccer-v3-projections,1
fantasydata.net:soccer-v3-scores,2
fantasydata.net:soccer-v3-stats,3
figshare.com,3
firebrowse.org,3
flat.io,3
flickr.com,3
formapi.io,2
freesound.org,1
funtranslations.com,3
furkot.com,1
geneea.com,2
geodesystems.com,3
getgo.com:gototraining,2
getgo.com:gotowebinar,3
getsandbox.com,2
gettyimages.com,3
giphy.com,2
gisgraphy.com,2
github.com,3
gitlab.com,3
googleapis.com:abusiveexperiencereport,1
googleapis.com:acceleratedmobilepageurl,1
googleapis.com:adexchangebuyer,3
googleapis.com:adexchangebuyer2,3
googleapis.com:adexchangeseller,3
googleapis.com:adexperiencereport,1
googleapis.com:admin,2
googleapis.com:adsense,3
googleapis.com:adsensehost,3
googleapis.com:analytics,3
googleapis.com:analyticsreporting,1
googleapis.com:androiddeviceprovisioning,3
googleapis.com:androidenterprise,3
googleapis.com:androidmanagement,2
googleapis.com:androidpublisher,3
googleapis.com:appengine,3
googleapis.com:appsactivity,1
googleapis.com:appstate,2
googleapis.com:bigquery,3
googleapis.com:bigquerydatatransfer,2
googleapis.com:blogger,3
googleapis.com:books,3
googleapis.com:calendar,3
googleapis.com:chat,2
googleapis.com:civicinfo,2
googleapis.com:classroom,3
googleapis.com:cloudbilling,2
googleapis.com:cloudbuild,2
googleapis.com:clouddebugger,2
googleapis.com:clouderrorreporting,2
googleapis.com:cloudfunctions,2
googleapis.com:cloudiot,2
googleapis.com:cloudkms,3
googleapis.com:cloudmonitoring,2
googleapis.com:cloudresourcemanager,3
googleapis.com:cloudshell,1
googleapis.com:cloudtasks,3
googleapis.com:cloudtrace,1
googleapis.com:clouduseraccounts,3
googleapis.com:compute,3
googleapis.com:consumersurveys,2
googleapis.com:container,3
googleapis.com:content,3
googleapis.com:customsearch,1
googleapis.com:dataflow,3
googleapis.com:dataproc,2
googleapis.com:datastore,3
googleapis.com:deploymentmanager,3
googleapis.com:dfareporting,3
googleapis.com:digitalassetlinks,1
googleapis.com:discovery,1
googleapis.com:dlp,3
googleapis.com:dns,2
googleapis.com:doubleclickbidmanager,2
googleapis.com:doubleclicksearch,2
googleapis.com:drive,3
googleapis.com:firebasedynamiclinks,2
googleapis.com:firebaseremoteconfig,1
googleapis.com:firebaserules,2
googleapis.com:firestore,3
googleapis.com:fitness,2
googleapis.com:fusiontables,3
googleapis.com:games,3
googleapis.com:gamesConfiguration,2
googleapis.com:gamesManagement,3
googleapis.com:genomics,3
googleapis.com:gmail,3
googleapis.com:groupsmigration,1
googleapis.com:groupssettings,1
googleapis.com:iam,3
googleapis.com:identitytoolkit,3
googleapis.com:kgsearch,1
googleapis.com:language,2
googleapis.com:licensing,2
googleapis.com:logging,3
googleapis.com:manufacturers,2
googleapis.com:mirror,3
googleapis.com:ml,3
googleapis.com:monitoring,3
googleapis.com:oauth2,2
googleapis.com:oslogin,2
googleapis.com:pagespeedonline,1
googleapis.com:partners,3
googleapis.com:people,2
googleapis.com:playcustomapp,1
googleapis.com:playmoviespartner,2
googleapis.com:plus,2
googleapis.com:plusDomains,3
googleapis.com:poly,2
googleapis.com:prediction,2
googleapis.com:proximitybeacon,3
googleapis.com:pubsub,3
googleapis.com:qpxExpress,1
googleapis.com:replicapool,2
googleapis.com:replicapoolupdater,2
googleapis.com:reseller,3
googleapis.com:resourceviews,2
googleapis.com:runtimeconfig,1
googleapis.com:safebrowsing,2
googleapis.com:script,3
googleapis.com:searchconsole,1
googleapis.com:serviceconsumermanagement,2
googleapis.com:servicecontrol,2
googleapis.com:servicemanagement,3
googleapis.com:serviceusage,2
googleapis.com:serviceuser,2
googleapis.com:sheets,3
googleapis.com:siteVerification,2
googleapis.com:slides,2
googleapis.com:sourcerepo,2
googleapis.com:spanner,3
googleapis.com:spectrum,2
googleapis.com:speech,2
googleapis.com:sqladmin,3
googleapis.com:storage,3
googleapis.com:storagetransfer,2
googleapis.com:streetviewpublish,2
googleapis.com:surveys,2
googleapis.com:tagmanager,3
googleapis.com:taskqueue,2
googleapis.com:tasks,2
googleapis.com:testing,2
googleapis.com:toolresults,3
googleapis.com:tpu,2
googleapis.com:tracing,2
googleapis.com:translate,2
googleapis.com:urlshortener,1
googleapis.com:vault,3
googleapis.com:videointelligence,1
googleapis.com:vision,2
googleapis.com:webfonts,1
googleapis.com:webmasters,2
googleapis.com:youtube,3
googleapis.com:youtubeAnalytics,2
googleapis.com:youtubereporting,2
gov.bc.ca:bcdc,2
gov.bc.ca:bcgnws,2
gov.bc.ca:geocoder,2
gov.bc.ca:geomark,2
gov.bc.ca:gwells,2
gov.bc.ca:jobposting,1
gov.bc.ca:news,3
gov.bc.ca:open511,1
gov.bc.ca:router,2
graphhopper.com,1
greenpeace.org,2
gsa.gov,1
hackathonwatch.com,1
haloapi.com:metadata,3
haloapi.com:profile,1
haloapi.com:stats,3
haloapi.com:ugc,1
healthcare.gov,2
hetras-certification.net:booking,2
hetras-certification.net:hotel,2
hhs.gov,3
highwaysengland.co.uk,2
hillbillysoftware.com:shinobi,2
hsbc.com,2
icons8.com,2
idtbeyond.com,2
ijenko.net,3
illumidesk.com,3
import.io:data,1
import.io:extraction,1
import.io:rss,1
import.io:run,1
import.io:schedule,1
inboxroute.com,2
infermedica.com,2
instagram.com,3
instawell.com,2
iqualify.com,3
isbndb.com,2
isendpro.com,2
iva-api.com,3
je-apis.com,3
jirafe.com,2
jumpseller.com,3
just-eat.co.uk,2
koomalooma.com,1
kubernetes.io,3
landregistry.gov.uk:deed,1
launchdarkly.com,3
learnifier.com,3
letmc.com:basic-tier,3
letmc.com:customer,2
letmc.com:diary,2
letmc.com:free-tier,3
letmc.com:maintenance,1
letmc.com:reporting,1
link.fish,2
lotadata.com,1
lufthansa.com:partner,2
lufthansa.com:public,2
lyft.com,2
magento.com,3
magick.nu,2
mandrillapp.com,3
mashape.com:geodb,2
mcw.edu,3
medium.com,1
miataru.com,1
microsoft.com:cognitiveservices-CustomSearch,1
microsoft.com:cognitiveservices-EntitySearch,1
microsoft.com:cognitiveservices-ImageSearch,1
microsoft.com:cognitiveservices-NewsSearch,1
microsoft.com:cognitiveservices-Prediction,1
microsoft.com:cognitiveservices-SpellCheck,1
microsoft.com:cognitiveservices-Training,3
microsoft.com:cognitiveservices-VideoSearch,1
microsoft.com:cognitiveservices-WebSearch,1
moonmoonmoonmoon.com,1
motaword.com,3
mozilla.com:kinto,3
nativeads.com,1
naviplancentral.com:factfinder,3
naviplancentral.com:plan,3
nba.com,3
neowsapp.com,1
netatmo.net,2
netlicensing.io,3
netlify.com,3
neutrinoapi.com,3
nfusionsolutions.biz,2
noosh.com,3
npr.org,2
nrel.gov:building-case-studies,1
nrel.gov:transportation-incentives-laws,1
nsidc.org,1
nytimes.com:archive,1
nytimes.com:article_search,1
nytimes.com:books_api,2
nytimes.com:community,2
nytimes.com:geo_api,1
nytimes.com:most_popular_api,2
nytimes.com:movie_reviews,1
nytimes.com:semantic_api,1
nytimes.com:times_tags,1
nytimes.com:timeswire,1
nytimes.com:top_stories,1
o2.cz:mobility,1
o2.cz:sociodemo,1
oceandrivers.com,2
omdbapi.com,1
openapi-converter.herokuapp.com,2
openbanking.org.uk,2
opencagedata.com,1
opendatanetwork.com,2
opendatasoft.com,3
openfintech.io,2
openstf.io,2
