API,label
amazonaws.com:mobile,2
amazonaws.com:mobileanalytics,1
amazonaws.com:monitoring,4
amazonaws.com:mq,4
amazonaws.com:mturk-requester,3
amazonaws.com:opsworks,11
amazonaws.com:opsworkscm,4
amazonaws.com:organizations,10
amazonaws.com:pinpoint,10
amazonaws.com:polly,13
amazonaws.com:pricing,14
amazonaws.com:rds,7
amazonaws.com:redshift,11
amazonaws.com:rekognition,3
amazonaws.com:resource-groups,9
amazonaws.com:resourcegroupstaggingapi,13
amazonaws.com:route53,10
amazonaws.com:route53domains,12
amazonaws.com:runtime.lex,15
amazonaws.com:runtime.sagemaker,1
amazonaws.com:s3,11
amazonaws.com:sagemaker,3
amazonaws.com:sdb,9
amazonaws.com:secretsmanager,4
amazonaws.com:serverlessrepo,2
amazonaws.com:servicecatalog,11
amazonaws.com:servicediscovery,12
amazonaws.com:shield,9
amazonaws.com:sms,9
amazonaws.com:snowball,4
amazonaws.com:sns,3
amazonaws.com:sqs,12
amazonaws.com:ssm,7
amazonaws.com:states,12
amazonaws.com:storagegateway,11
amazonaws.com:streams.dynamodb,5
amazonaws.com:sts,2
amazonaws.com:support,4
amazonaws.com:swf,3
amazonaws.com:transcribe,2
amazonaws.com:translate,1
amazonaws.com:waf,11
amazonaws.com:waf-regional,11
amazonaws.com:workdocs,3
amazonaws.com:workmail,3
amazonaws.com:workspaces,12
amazonaws.com:xray,2
anchore.io,12
apache.org:qakka,13
apacta.com,11
api2cart.com,11
apigee.net:marketcheck-cars,12
apimatic.io,8
apis.guru,1
apitore.com:2chMatomeFeedsApis,8
apitore.com:certificateFeedsApis,8
apitore.com:cosineSimilarity,1
apitore.com:designFeedsApis,8
apitore.com:documentFrequencyApis,8
apitore.com:gameFeedsApis,8
apitore.com:japaneseWordnetApis,8
apitore.com:kmeansClusteringByWord2vec,8
apitore.com:kuromojiApis,15
apitore.com:languageDetectionApis,1
apitore.com:newsFeedsApis,8
apitore.com:pioneerBlogFeedsApis,8
apitore.com:rss2jsonApis,8
apitore.com:sentenceSeparatorApis,8
apitore.com:sentenceSimilarity,8
apitore.com:sentencepieceApis_tweet_,8
apitore.com:sentencepieceApis_wikipedia_,1
apitore.com:sentimentApis,8
apitore.com:synonymApis,8
apitore.com:techFeedsApis,8
apitore.com:text2labelByTfidfApis,8
apitore.com:text2labelByWordVectorApis,8
apitore.com:travelFeedsApis,8
apitore.com:tweetSummarizationApis,8
apitore.com:twitterApis,6
apitore.com:twitterApisWithSentimentByApitoreSentimentApi,8
apitore.com:twitterApisWithWord2vecQueryExpansion,8
"apitore.com:twitterApisWithWord2vecQueryExpansion,AndAddSentimentByApitoreSentimentApi",8
apitore.com:url2hrefApis,8
apitore.com:url2htmlApis,8
apitore.com:url2labelByTfidfApis,8
apitore.com:url2labelByWordVectorApis,8
apitore.com:url2srcApis,8
apitore.com:url2textApis,8
apitore.com:word2vecApis,17
apitore.com:wordnetApis,5
apitore.com:wordnetHypernymApis,8
apitore.com:wordnetHyponymApis,8
apitore.com:wordnetSimilarityApis,5
apitore.com:wordnetSynonymApis,8
apitore.com:wordnetTranslationApis,8
apitore.com:wordsToVectorsApis,8
appveyor.com,3
archive.org:search,6
archive.org:wayback,1
art19.com,9
ato.gov.au,10
aucklandmuseum.com,14
authentiq.io,5
avaza.com,12
aviationdata.systems,14
azure.com:advisor,2
azure.com:analysisservices,2
azure.com:apimanagement,5
azure.com:apimanagement-apimapis,12
azure.com:apimanagement-apimauthorizationservers,14
azure.com:apimanagement-apimbackends,14
azure.com:apimanagement-apimcertificates,17
azure.com:apimanagement-apimdeployment,2
azure.com:apimanagement-apimdiagnostics,13
azure.com:apimanagement-apimemailtemplate,14
azure.com:apimanagement-apimgroups,13
azure.com:apimanagement-apimidentityprovider,14
azure.com:apimanagement-apimloggers,14
azure.com:apimanagement-apimnetworkstatus,1
azure.com:apimanagement-apimnotifications,13
azure.com:apimanagement-apimopenidconnectproviders,14
azure.com:apimanagement-apimproducts,9
azure.com:apimanagement-apimproperties,14
azure.com:apimanagement-apimquotas,15
azure.com:apimanagement-apimreports,5
azure.com:apimanagement-apimsubscriptions,5
azure.com:apimanagement-apimtagresources,8
azure.com:apimanagement-apimtags,4
azure.com:apimanagement-apimtenant,13
azure.com:apimanagement-apimusers,13
azure.com:apimanagement-apimversionsets,14
azure.com:applicationinsights-aiOperations_API,8
azure.com:applicationinsights-componentAnnotations_API,15
azure.com:applicationinsights-componentApiKeys_API,15
azure.com:applicationinsights-componentContinuousExport_API,17
azure.com:applicationinsights-componentFeaturesAndPricing_API,17
azure.com:applicationinsights-componentProactiveDetection_API,6
azure.com:applicationinsights-componentWorkItemConfigs_API,15
azure.com:applicationinsights-components_API,14
azure.com:applicationinsights-favorites_API,17
azure.com:applicationinsights-webTestLocations_API,8
azure.com:applicationinsights-webTests_API,14
azure.com:authorization,9
azure.com:authorization-authorization-ClassicAdminCalls,8
azure.com:authorization-authorization-RACalls,13
azure.com:authorization-authorization-RoleBasedCalls,9
azure.com:automation-account,13
azure.com:automation-certificate,17
azure.com:automation-connection,17
azure.com:automation-connectionType,15
azure.com:automation-credential,17
azure.com:automation-dscCompilationJob,17
azure.com:automation-dscConfiguration,14
azure.com:automation-dscNode,5
azure.com:automation-dscNodeConfiguration,15
azure.com:automation-hybridRunbookWorkerGroup,15
azure.com:automation-job,13
azure.com:automation-jobSchedule,15
azure.com:automation-linkedWorkspace,8
azure.com:automation-module,13
azure.com:automation-runbook,9
azure.com:automation-schedule,17
azure.com:automation-softwareUpdateConfiguration,15
azure.com:automation-softwareUpdateConfigurationMachineRun,1
azure.com:automation-softwareUpdateConfigurationRun,1
azure.com:automation-sourceControl,17
azure.com:automation-sourceControlSyncJob,6
azure.com:automation-variable,17
azure.com:automation-webhook,14
azure.com:azsadmin-Alert,6
azure.com:azsadmin-CommerceAdmin,8
azure.com:azsadmin-EdgeGateway,1
azure.com:azsadmin-EdgeGatewayPool,1
azure.com:azsadmin-FabricLocation,1
azure.com:azsadmin-FileShare,1
azure.com:azsadmin-InfraRole,1
azure.com:azsadmin-InfraRoleInstance,14
azure.com:azsadmin-IpPool,6
azure.com:azsadmin-LogicalNetwork,1
azure.com:azsadmin-LogicalSubnet,1
azure.com:azsadmin-MacAddressPool,1
azure.com:azsadmin-Operations,1
azure.com:azsadmin-RegionHealth,1
azure.com:azsadmin-ResourceHealth,1
azure.com:azsadmin-ScaleUnit,1
azure.com:azsadmin-ScaleUnitNode,14
azure.com:azsadmin-ServiceHealth,1
azure.com:azsadmin-SlbMuxInstance,1
azure.com:azsadmin-StoragePool,1
azure.com:azsadmin-StorageSystem,1
azure.com:azsadmin-Volume,1
azure.com:azurestack-AzureStack,8
azure.com:azurestack-CustomerSubscription,15
azure.com:azurestack-Product,6
azure.com:azurestack-Registration,17
azure.com:batch-BatchManagement,4
azure.com:batchai-BatchAI,9
azure.com:billing,14
azure.com:cdn,12
azure.com:cognitiveservices,13
azure.com:cognitiveservices-ComputerVision,5
azure.com:cognitiveservices-ContentModerator,12
azure.com:cognitiveservices-Face,4
azure.com:cognitiveservices-LUIS-Programmatic,10
azure.com:cognitiveservices-LUIS-Runtime,1
azure.com:cognitiveservices-TextAnalytics,6
azure.com:commerce,1
azure.com:compute,10
azure.com:compute-containerService,17
azure.com:compute-disk,2
azure.com:compute-runCommands,6
azure.com:compute-skus,8
azure.com:compute-swagger,8
azure.com:consumption,9
azure.com:containerinstance-containerInstance,5
azure.com:containerregistry,4
azure.com:containerservices-containerService,17
azure.com:containerservices-location,8
azure.com:containerservices-managedClusters,5
azure.com:cosmos-db,4
azure.com:customer-insights,3
azure.com:datacatalog,14
azure.com:datafactory,3
azure.com:datalake-analytics-account,4
azure.com:datalake-analytics-catalog,12
azure.com:datalake-analytics-job,2
azure.com:datalake-store-account,9
azure.com:datalake-store-filesystem,6
azure.com:datamigration,4
azure.com:deviceprovisioningservices-iotdps,9
azure.com:devtestlabs-DTL,11
azure.com:dns,13
azure.com:domainservices,5
azure.com:eventgrid-EventGrid,4
azure.com:eventhub-EventHub,12
azure.com:hanaonazure,15
azure.com:hdinsight-applications,15
azure.com:hdinsight-capabilities,8
azure.com:hdinsight-cluster,5
azure.com:hdinsight-configurations,1
azure.com:hdinsight-extensions,14
azure.com:hdinsight-operations,8
azure.com:hdinsight-scriptActions,14
azure.com:intune,12
azure.com:iothub,4
azure.com:keyvault,10
azure.com:keyvault-providers,8
azure.com:keyvault-secrets,15
azure.com:locationbasedservices,13
azure.com:logic,3
azure.com:machinelearning-commitmentPlans,13
azure.com:machinelearning-webservices,5
azure.com:machinelearning-workspaces,5
azure.com:machinelearningcompute-machineLearningCompute,13
azure.com:machinelearningexperimentation-machineLearningExperimentation,2
azure.com:managementgroups-management,13
azure.com:managementpartner-ManagementPartner,17
azure.com:marketplaceordering-Agreements,6
azure.com:mediaservices-media,13
azure.com:migrate,9
azure.com:mobileengagement-mobile-engagement,12
azure.com:monitor-actionGroups_API,5
azure.com:monitor-activityLogAlerts_API,14
azure.com:monitor-activityLogs_API,8
azure.com:monitor-alertRulesIncidents_API,1
azure.com:monitor-alertRules_API,17
azure.com:monitor-autoscale_API,17
azure.com:monitor-baseline_API,8
azure.com:monitor-calculateBaseline_API,8
azure.com:monitor-diagnosticsSettingsCategories_API,1
azure.com:monitor-diagnosticsSettings_API,15
azure.com:monitor-eventCategories_API,8
azure.com:monitor-logProfiles_API,17
azure.com:monitor-metricDefinitions_API,8
azure.com:monitor-metrics_API,8
azure.com:monitor-operations_API,8
azure.com:monitor-serviceDiagnosticsSettings_API,6
azure.com:monitor-tenantActivityLogs_API,8
azure.com:msi-ManagedIdentity,5
azure.com:mysql,9
azure.com:network,10
azure.com:network-applicationGateway,2
azure.com:network-applicationSecurityGroup,17
azure.com:network-checkDnsAvailability,8
azure.com:network-endpointService,8
azure.com:network-expressRouteCircuit,9
azure.com:network-loadBalancer,9
azure.com:network-networkInterface,13
azure.com:network-networkSecurityGroup,13
azure.com:network-networkWatcher,4
azure.com:network-operation,8
azure.com:network-publicIpAddress,14
azure.com:network-routeFilter,13
azure.com:network-routeTable,13
azure.com:network-serviceCommunity,8
azure.com:network-usage,8
azure.com:network-virtualNetwork,2
azure.com:network-virtualNetworkGateway,4
azure.com:network-vmssNetworkInterface,17
azure.com:network-vmssPublicIpAddress,6
azure.com:notificationhubs,4
azure.com:operationalinsights-OperationalInsights,9
azure.com:operationsmanagement-OperationsManagement,2
azure.com:policyinsights-policyEvents,5
azure.com:policyinsights-policyStates,9
azure.com:postgresql,9
azure.com:powerbidedicated,13
azure.com:powerbiembedded,13
azure.com:provisioningservices-iotdps,9
azure.com:recoveryservices-backup,15
azure.com:recoveryservices-registeredidentities,1
azure.com:recoveryservices-replicationusages,8
azure.com:recoveryservices-vaults,13
azure.com:recoveryservices-vaultusages,8
azure.com:recoveryservicesbackup,12
azure.com:recoveryservicesbackup-backupManagement,12
azure.com:recoveryservicesbackup-bms,13
azure.com:recoveryservicesbackup-jobs,1
azure.com:recoveryservicesbackup-operations,8
azure.com:recoveryservicesbackup-registeredIdentities,8
azure.com:recoveryservicessiterecovery-service,11
azure.com:redis,4
azure.com:relay,12
azure.com:reservations,13
azure.com:resourcehealth,17
azure.com:resources,12
azure.com:resources-features,15
azure.com:resources-links,17
azure.com:resources-locks,2
azure.com:resources-managedapplications,2
azure.com:resources-management,6
azure.com:resources-policy,13
azure.com:resources-policyAssignments,5
azure.com:resources-policyDefinitions,13
azure.com:resources-policySetDefinitions,13
azure.com:resources-subscriptions,15
azure.com:scheduler,2
azure.com:search,13
azure.com:search-searchindex,8
azure.com:search-searchservice,4
azure.com:servermanagement,4
azure.com:service-map-arm-service-map,4
azure.com:servicebus,3
azure.com:servicefabric,11
azure.com:sql-Databases,5
azure.com:sql-advisors,5
azure.com:sql-backupLongTermRetentionPolicies,6
azure.com:sql-backupLongTermRetentionVaults,6
azure.com:sql-backups,15
azure.com:sql-blobAuditingPolicies,1
azure.com:sql-cancelOperations,1
azure.com:sql-cancelPoolOperations,1
azure.com:sql-capabilities,8
azure.com:sql-checkNameAvailability,8
azure.com:sql-connectionPolicies,1
azure.com:sql-dataMasking,15
azure.com:sql-dataWarehouseUserActivities,8
azure.com:sql-databaseAutomaticTuning,1
azure.com:sql-databaseSecurityAlertPolicies,1
azure.com:sql-databases,5
azure.com:sql-deprecated,1
azure.com:sql-disasterRecoveryConfigurations,14
azure.com:sql-elasticPools,17
azure.com:sql-encryptionProtectors,6
azure.com:sql-failoverGroups,5
azure.com:sql-firewallRules,17
azure.com:sql-geoBackupPolicies,6
azure.com:sql-importExport,6
azure.com:sql-managedDatabases,14
azure.com:sql-metrics,15
azure.com:sql-operations,8
azure.com:sql-queries,6
azure.com:sql-renameDatabase,8
azure.com:sql-replicationLinks,17
azure.com:sql-restorePoints,15
azure.com:sql-serverAutomaticTuning,1
azure.com:sql-serverAzureADAdministrators,15
azure.com:sql-serverCommunicationLinks,15
azure.com:sql-serverDnsAliases,17
azure.com:sql-serverKeys,15
azure.com:sql-servers,14
azure.com:sql-serviceObjectives,1
azure.com:sql-sql.core,13
azure.com:sql-syncAgents,14
azure.com:sql-syncGroups,13
azure.com:sql-syncMembers,5
azure.com:sql-tableAuditing,5
azure.com:sql-usages,1
azure.com:sql-virtualNetworkRules,15
azure.com:storage,2
azure.com:storageimportexport,13
azure.com:storsimple8000series-storsimple,10
azure.com:streamanalytics-functions,5
azure.com:streamanalytics-inputs,14
azure.com:streamanalytics-outputs,14
azure.com:streamanalytics-streamingjobs,5
azure.com:streamanalytics-subscriptions,8
azure.com:streamanalytics-transformations,6
azure.com:subscription-subscriptionDefinitions,17
azure.com:timeseriesinsights,9
azure.com:trafficmanager,13
azure.com:trafficmanager-trafficmanageranalytics,15
azure.com:visualstudio-Csm,2
azure.com:web-AppServiceCertificateOrders,9
azure.com:web-AppServiceEnvironments,12
azure.com:web-AppServicePlans,4
azure.com:web-CertificateRegistrationProvider,8
azure.com:web-Certificates,14
azure.com:web-DeletedWebApps,8
azure.com:web-Diagnostics,2
azure.com:web-DomainRegistrationProvider,8
azure.com:web-Domains,2
azure.com:web-Provider,6
azure.com:web-Recommendations,5
azure.com:web-ResourceProvider,2
azure.com:web-TopLevelDomains,6
azure.com:web-WebApps,16
azure.com:web-logicAppsManagementClient,5
azure.com:web-service,16
bbc.co.uk,10
bbc.com,4
bbci.co.uk,4
bclaws.ca:bclaws,5
beanstream.com,2
beezup.com,7
betfair.com,8
bhagavadgita.io,14
bigoven.com,3
bikewise.org,15
bitbucket.org,7
blazemeter.com,2
bluemix.net:containers,12
botify.com,3
box.com:authorization,8
box.com:content,11
box.com:token,1
box.com:upload,5
brandlovers.com,12
brex.io,4
browshot.com,2
bufferapp.com,9
bulksms.com,13
bungie.net,11
callfire.com,11
cambase.io,2
carbondoomsday.com,15
ccp.is,16
cenit.io,12
channel4.com,3
circleci.com,4
circuitsandbox.net,3
cisco.com,9
citrixonline.com:gotomeeting,4
citrixonline.com:scim,2
citycontext.com,6
clarify.io,9
clever-cloud.com,16
clever.com,12
clickmeter.com,11
cloudmersive.com:ocr,8
cnab-online.herokuapp.com,15
code-scan.com,1
consumerfinance.gov,14
core.ac.uk,2
cybertaxonomy.eu,1
data.gov,6
data2crm.com,10
dataatwork.org,2
datumbox.com,2
deeparteffects.com,6
deutschebahn.com:betriebsstellen,1
deutschebahn.com:fahrplan,15
deutschebahn.com:fasta,17
deutschebahn.com:flinkster,13
deutschebahn.com:reisezentren,15
deutschebahn.com:stada,15
digitallinguistics.io,9
docker.com:engine,11
docusign.net,16
domainsdb.info,8
dracoon.team,7
dropx.io,5
dweet.io,2
ebay.com:buy-browse,15
ebay.com:buy-feed,6
ebay.com:buy-marketing,6
ebay.com:commerce-taxonomy,17
ebay.com:sell-fulfillment,17
envoice.in,4
epa.gov:air,2
epa.gov:case,2
epa.gov:cwa,12
epa.gov:dfr,3
epa.gov:echo,2
epa.gov:eff,5
epa.gov:rcra,2
epa.gov:sdw,5
etmdb.com,4
europeana.eu,2
exavault.com,12
fantasydata.net:cbb-v3-scores,13
fantasydata.net:cbb-v3-stats,9
fantasydata.net:cfb-v3-scores,13
fantasydata.net:golf-v2,2
fantasydata.net:mlb-v3-play-by-play,1
fantasydata.net:mlb-v3-projections,15
fantasydata.net:mlb-v3-projections-dfsr,1
fantasydata.net:mlb-v3-rotoballer-articles,6
fantasydata.net:mlb-v3-rotoballer-premium-news,6
fantasydata.net:mlb-v3-scores,2
fantasydata.net:mlb-v3-stats,4
fantasydata.net:nascar-v2,14
fantasydata.net:nba-v3-play-by-play,1
fantasydata.net:nba-v3-projections,6
fantasydata.net:nba-v3-rotoballer-articles,6
fantasydata.net:nba-v3-rotoballer-premium-news,6
fantasydata.net:nba-v3-scores,2
fantasydata.net:nba-v3-stats,4
fantasydata.net:nfl-v3-play-by-play,6
fantasydata.net:nfl-v3-projections,13
fantasydata.net:nfl-v3-projections-dfsr,1
fantasydata.net:nfl-v3-rotoballer-articles,6
fantasydata.net:nfl-v3-rotoballer-premium-news,15
fantasydata.net:nfl-v3-scores,4
fantasydata.net:nfl-v3-stats,3
fantasydata.net:nhl-v3-play-by-play,1
fantasydata.net:nhl-v3-projections,6
fantasydata.net:nhl-v3-scores,2
fantasydata.net:nhl-v3-stats,4
fantasydata.net:soccer-v3-projections,6
fantasydata.net:soccer-v3-scores,9
fantasydata.net:soccer-v3-stats,4
figshare.com,11
firebrowse.org,4
flat.io,3
flickr.com,4
formapi.io,5
freesound.org,1
funtranslations.com,12
furkot.com,1
geneea.com,13
geodesystems.com,16
getgo.com:gototraining,9
getgo.com:gotowebinar,12
getsandbox.com,5
gettyimages.com,12
giphy.com,13
gisgraphy.com,14
github.com,7
gitlab.com,16
googleapis.com:abusiveexperiencereport,15
googleapis.com:acceleratedmobilepageurl,1
googleapis.com:adexchangebuyer,3
googleapis.com:adexchangebuyer2,3
googleapis.com:adexchangeseller,4
googleapis.com:adexperiencereport,15
googleapis.com:admin,13
googleapis.com:adsense,3
googleapis.com:adsensehost,12
googleapis.com:analytics,10
googleapis.com:analyticsreporting,1
googleapis.com:androiddeviceprovisioning,12
googleapis.com:androidenterprise,10
googleapis.com:androidmanagement,9
googleapis.com:androidpublisher,3
googleapis.com:appengine,3
googleapis.com:appsactivity,1
googleapis.com:appstate,5
googleapis.com:bigquery,4
googleapis.com:bigquerydatatransfer,9
googleapis.com:blogger,3
googleapis.com:books,10
googleapis.com:calendar,3
googleapis.com:chat,13
googleapis.com:civicinfo,13
googleapis.com:classroom,3
googleapis.com:cloudbilling,9
googleapis.com:cloudbuild,9
googleapis.com:clouddebugger,2
googleapis.com:clouderrorreporting,13
googleapis.com:cloudfunctions,9
googleapis.com:cloudiot,9
googleapis.com:cloudkms,4
googleapis.com:cloudmonitoring,13
googleapis.com:cloudresourcemanager,12
googleapis.com:cloudshell,17
googleapis.com:cloudtasks,4
googleapis.com:cloudtrace,15
googleapis.com:clouduseraccounts,12
googleapis.com:compute,16
googleapis.com:consumersurveys,9
googleapis.com:container,10
googleapis.com:content,11
googleapis.com:customsearch,15
googleapis.com:dataflow,3
googleapis.com:dataproc,9
googleapis.com:datastore,4
googleapis.com:deploymentmanager,4
googleapis.com:dfareporting,7
googleapis.com:digitalassetlinks,15
googleapis.com:discovery,15
googleapis.com:dlp,4
googleapis.com:dns,9
googleapis.com:doubleclickbidmanager,2
googleapis.com:doubleclicksearch,9
googleapis.com:drive,3
googleapis.com:firebasedynamiclinks,5
googleapis.com:firebaseremoteconfig,6
googleapis.com:firebaserules,2
googleapis.com:firestore,4
googleapis.com:fitness,9
googleapis.com:fusiontables,12
googleapis.com:games,10
googleapis.com:gamesConfiguration,9
googleapis.com:gamesManagement,3
googleapis.com:genomics,10
googleapis.com:gmail,10
googleapis.com:groupsmigration,1
googleapis.com:groupssettings,15
googleapis.com:iam,4
googleapis.com:identitytoolkit,12
googleapis.com:kgsearch,1
googleapis.com:language,13
googleapis.com:licensing,13
googleapis.com:logging,4
googleapis.com:manufacturers,14
googleapis.com:mirror,12
googleapis.com:ml,4
googleapis.com:monitoring,12
googleapis.com:oauth2,5
googleapis.com:oslogin,5
googleapis.com:pagespeedonline,1
googleapis.com:partners,4
googleapis.com:people,9
googleapis.com:playcustomapp,1
googleapis.com:playmoviespartner,13
googleapis.com:plus,9
googleapis.com:plusDomains,4
googleapis.com:poly,5
googleapis.com:prediction,2
googleapis.com:proximitybeacon,4
googleapis.com:pubsub,12
googleapis.com:qpxExpress,1
googleapis.com:replicapool,9
googleapis.com:replicapoolupdater,9
googleapis.com:reseller,4
googleapis.com:resourceviews,9
googleapis.com:runtimeconfig,17
googleapis.com:safebrowsing,2
googleapis.com:script,4
googleapis.com:searchconsole,1
googleapis.com:serviceconsumermanagement,2
googleapis.com:servicecontrol,13
googleapis.com:servicemanagement,12
googleapis.com:serviceusage,13
googleapis.com:serviceuser,5
googleapis.com:sheets,4
googleapis.com:siteVerification,13
googleapis.com:slides,13
googleapis.com:sourcerepo,13
googleapis.com:spanner,12
googleapis.com:spectrum,13
googleapis.com:speech,14
googleapis.com:sqladmin,3
googleapis.com:storage,3
googleapis.com:storagetransfer,2
googleapis.com:streetviewpublish,2
googleapis.com:surveys,9
googleapis.com:tagmanager,3
googleapis.com:taskqueue,13
googleapis.com:tasks,9
googleapis.com:testing,13
googleapis.com:toolresults,12
googleapis.com:tpu,9
googleapis.com:tracing,5
googleapis.com:translate,5
googleapis.com:urlshortener,17
googleapis.com:vault,4
googleapis.com:videointelligence,1
googleapis.com:vision,14
googleapis.com:webfonts,1
googleapis.com:webmasters,9
googleapis.com:youtube,10
googleapis.com:youtubeAnalytics,13
googleapis.com:youtubereporting,2
gov.bc.ca:bcdc,9
gov.bc.ca:bcgnws,2
gov.bc.ca:geocoder,2
gov.bc.ca:geomark,5
gov.bc.ca:gwells,13
gov.bc.ca:jobposting,17
gov.bc.ca:news,4
gov.bc.ca:open511,15
gov.bc.ca:router,13
graphhopper.com,1
greenpeace.org,14
gsa.gov,17
hackathonwatch.com,15
haloapi.com:metadata,12
haloapi.com:profile,6
haloapi.com:stats,4
haloapi.com:ugc,15
healthcare.gov,2
hetras-certification.net:booking,9
hetras-certification.net:hotel,9
hhs.gov,4
highwaysengland.co.uk,13
hillbillysoftware.com:shinobi,9
hsbc.com,9
icons8.com,5
idtbeyond.com,2
ijenko.net,10
illumidesk.com,11
import.io:data,1
import.io:extraction,8
import.io:rss,8
import.io:run,1
import.io:schedule,15
inboxroute.com,5
infermedica.com,2
instagram.com,4
instawell.com,5
iqualify.com,3
isbndb.com,5
isendpro.com,2
iva-api.com,7
je-apis.com,10
jirafe.com,14
jumpseller.com,10
just-eat.co.uk,13
koomalooma.com,1
kubernetes.io,18
landregistry.gov.uk:deed,1
launchdarkly.com,12
learnifier.com,12
letmc.com:basic-tier,12
letmc.com:customer,9
letmc.com:diary,14
letmc.com:free-tier,12
letmc.com:maintenance,8
letmc.com:reporting,8
link.fish,14
lotadata.com,15
lufthansa.com:partner,2
lufthansa.com:public,2
lyft.com,2
magento.com,16
magick.nu,5
mandrillapp.com,11
mashape.com:geodb,2
mcw.edu,3
medium.com,17
miataru.com,17
microsoft.com:cognitiveservices-CustomSearch,8
microsoft.com:cognitiveservices-EntitySearch,8
microsoft.com:cognitiveservices-ImageSearch,6
microsoft.com:cognitiveservices-NewsSearch,6
microsoft.com:cognitiveservices-Prediction,15
microsoft.com:cognitiveservices-SpellCheck,8
microsoft.com:cognitiveservices-Training,12
microsoft.com:cognitiveservices-VideoSearch,6
microsoft.com:cognitiveservices-WebSearch,8
moonmoonmoonmoon.com,1
motaword.com,12
mozilla.com:kinto,4
nativeads.com,15
naviplancentral.com:factfinder,11
naviplancentral.com:plan,3
nba.com,7
neowsapp.com,17
netatmo.net,9
netlicensing.io,12
netlify.com,10
neutrinoapi.com,4
nfusionsolutions.biz,2
noosh.com,3
npr.org,9
nrel.gov:building-case-studies,1
nrel.gov:transportation-incentives-laws,15
nsidc.org,15
nytimes.com:archive,8
nytimes.com:article_search,8
nytimes.com:books_api,13
nytimes.com:community,5
nytimes.com:geo_api,8
nytimes.com:most_popular_api,14
nytimes.com:movie_reviews,6
nytimes.com:semantic_api,1
nytimes.com:times_tags,8
nytimes.com:timeswire,6
nytimes.com:top_stories,8
o2.cz:mobility,1
o2.cz:sociodemo,6
oceandrivers.com,13
omdbapi.com,8
openapi-converter.herokuapp.com,14
openbanking.org.uk,13
opencagedata.com,8
opendatanetwork.com,5
opendatasoft.com,12
openfintech.io,9
openstf.io,13
