API,label
amazonaws.com:mobile,5
amazonaws.com:mobileanalytics,5
amazonaws.com:monitoring,5
amazonaws.com:mq,5
amazonaws.com:mturk-requester,5
amazonaws.com:opsworks,5
amazonaws.com:opsworkscm,5
amazonaws.com:organizations,5
amazonaws.com:pinpoint,5
amazonaws.com:polly,5
amazonaws.com:pricing,5
amazonaws.com:rds,5
amazonaws.com:redshift,5
amazonaws.com:rekognition,5
amazonaws.com:resource-groups,5
amazonaws.com:resourcegroupstaggingapi,5
amazonaws.com:route53,5
amazonaws.com:route53domains,5
amazonaws.com:runtime.lex,5
amazonaws.com:runtime.sagemaker,5
amazonaws.com:s3,5
amazonaws.com:sagemaker,5
amazonaws.com:sdb,5
amazonaws.com:secretsmanager,5
amazonaws.com:serverlessrepo,5
amazonaws.com:servicecatalog,5
amazonaws.com:servicediscovery,5
amazonaws.com:shield,5
amazonaws.com:sms,5
amazonaws.com:snowball,5
amazonaws.com:sns,5
amazonaws.com:sqs,5
amazonaws.com:ssm,5
amazonaws.com:states,5
amazonaws.com:storagegateway,5
amazonaws.com:streams.dynamodb,5
amazonaws.com:sts,5
amazonaws.com:support,5
amazonaws.com:swf,5
amazonaws.com:transcribe,5
amazonaws.com:translate,5
amazonaws.com:waf,5
amazonaws.com:waf-regional,5
amazonaws.com:workdocs,5
amazonaws.com:workmail,5
amazonaws.com:workspaces,5
amazonaws.com:xray,5
anchore.io,3
apache.org:qakka,1
apacta.com,4
api2cart.com,2
apigee.net:marketcheck-cars,1
apimatic.io,5
apis.guru,3
apitore.com:2chMatomeFeedsApis,4
apitore.com:certificateFeedsApis,4
apitore.com:cosineSimilarity,4
apitore.com:designFeedsApis,4
apitore.com:documentFrequencyApis,4
apitore.com:gameFeedsApis,4
apitore.com:japaneseWordnetApis,4
apitore.com:kmeansClusteringByWord2vec,4
apitore.com:kuromojiApis,4
apitore.com:languageDetectionApis,4
apitore.com:newsFeedsApis,4
apitore.com:pioneerBlogFeedsApis,4
apitore.com:rss2jsonApis,4
apitore.com:sentenceSeparatorApis,4
apitore.com:sentenceSimilarity,4
apitore.com:sentencepieceApis_tweet_,4
apitore.com:sentencepieceApis_wikipedia_,4
apitore.com:sentimentApis,4
apitore.com:synonymApis,4
apitore.com:techFeedsApis,4
apitore.com:text2labelByTfidfApis,4
apitore.com:text2labelByWordVectorApis,4
apitore.com:travelFeedsApis,4
apitore.com:tweetSummarizationApis,4
apitore.com:twitterApis,4
apitore.com:twitterApisWithSentimentByApitoreSentimentApi,4
apitore.com:twitterApisWithWord2vecQueryExpansion,4
"apitore.com:twitterApisWithWord2vecQueryExpansion,AndAddSentimentByApitoreSentimentApi",4
apitore.com:url2hrefApis,4
apitore.com:url2htmlApis,4
apitore.com:url2labelByTfidfApis,4
apitore.com:url2labelByWordVectorApis,4
apitore.com:url2srcApis,4
apitore.com:url2textApis,4
apitore.com:word2vecApis,4
apitore.com:wordnetApis,4
apitore.com:wordnetHypernymApis,4
apitore.com:wordnetHyponymApis,4
apitore.com:wordnetSimilarityApis,4
apitore.com:wordnetSynonymApis,4
apitore.com:wordnetTranslationApis,4
apitore.com:wordsToVectorsApis,4
appveyor.com,5
archive.org:search,1
archive.org:wayback,1
art19.com,3
ato.gov.au,4
aucklandmuseum.com,2
authentiq.io,5
avaza.com,3
aviationdata.systems,6
azure.com:advisor,7
azure.com:analysisservices,7
azure.com:apimanagement,7
azure.com:apimanagement-apimapis,7
azure.com:apimanagement-apimauthorizationservers,7
azure.com:apimanagement-apimbackends,7
azure.com:apimanagement-apimcertificates,7
azure.com:apimanagement-apimdeployment,7
azure.com:apimanagement-apimdiagnostics,7
azure.com:apimanagement-apimemailtemplate,7
azure.com:apimanagement-apimgroups,7
azure.com:apimanagement-apimidentityprovider,7
azure.com:apimanagement-apimloggers,7
azure.com:apimanagement-apimnetworkstatus,7
azure.com:apimanagement-apimnotifications,7
azure.com:apimanagement-apimopenidconnectproviders,7
azure.com:apimanagement-apimproducts,7
azure.com:apimanagement-apimproperties,7
azure.com:apimanagement-apimquotas,7
azure.com:apimanagement-apimreports,7
azure.com:apimanagement-apimsubscriptions,7
azure.com:apimanagement-apimtagresources,7
azure.com:apimanagement-apimtags,7
azure.com:apimanagement-apimtenant,7
azure.com:apimanagement-apimusers,7
azure.com:apimanagement-apimversionsets,7
azure.com:applicationinsights-aiOperations_API,7
azure.com:applicationinsights-componentAnnotations_API,7
azure.com:applicationinsights-componentApiKeys_API,7
azure.com:applicationinsights-componentContinuousExport_API,7
azure.com:applicationinsights-componentFeaturesAndPricing_API,7
azure.com:applicationinsights-componentProactiveDetection_API,7
azure.com:applicationinsights-componentWorkItemConfigs_API,7
azure.com:applicationinsights-components_API,7
azure.com:applicationinsights-favorites_API,7
azure.com:applicationinsights-webTestLocations_API,7
azure.com:applicationinsights-webTests_API,7
azure.com:authorization,7
azure.com:authorization-authorization-ClassicAdminCalls,7
azure.com:authorization-authorization-RACalls,7
azure.com:authorization-authorization-RoleBasedCalls,7
azure.com:automation-account,6
azure.com:automation-certificate,6
azure.com:automation-connection,6
azure.com:automation-connectionType,6
azure.com:automation-credential,6
azure.com:automation-dscCompilationJob,6
azure.com:automation-dscConfiguration,6
azure.com:automation-dscNode,6
azure.com:automation-dscNodeConfiguration,6
azure.com:automation-hybridRunbookWorkerGroup,6
azure.com:automation-job,6
azure.com:automation-jobSchedule,6
azure.com:automation-linkedWorkspace,6
azure.com:automation-module,6
azure.com:automation-runbook,6
azure.com:automation-schedule,6
azure.com:automation-softwareUpdateConfiguration,3
azure.com:automation-softwareUpdateConfigurationMachineRun,3
azure.com:automation-softwareUpdateConfigurationRun,3
azure.com:automation-sourceControl,6
azure.com:automation-sourceControlSyncJob,6
azure.com:automation-variable,6
azure.com:automation-webhook,6
azure.com:azsadmin-Alert,7
azure.com:azsadmin-CommerceAdmin,7
azure.com:azsadmin-EdgeGateway,7
azure.com:azsadmin-EdgeGatewayPool,7
azure.com:azsadmin-FabricLocation,7
azure.com:azsadmin-FileShare,7
azure.com:azsadmin-InfraRole,7
azure.com:azsadmin-InfraRoleInstance,7
azure.com:azsadmin-IpPool,7
azure.com:azsadmin-LogicalNetwork,7
azure.com:azsadmin-LogicalSubnet,7
azure.com:azsadmin-MacAddressPool,7
azure.com:azsadmin-Operations,7
azure.com:azsadmin-RegionHealth,7
azure.com:azsadmin-ResourceHealth,7
azure.com:azsadmin-ScaleUnit,7
azure.com:azsadmin-ScaleUnitNode,7
azure.com:azsadmin-ServiceHealth,7
azure.com:azsadmin-SlbMuxInstance,7
azure.com:azsadmin-StoragePool,7
azure.com:azsadmin-StorageSystem,7
azure.com:azsadmin-Volume,7
azure.com:azurestack-AzureStack,6
azure.com:azurestack-CustomerSubscription,6
azure.com:azurestack-Product,6
azure.com:azurestack-Registration,6
azure.com:batch-BatchManagement,6
azure.com:batchai-BatchAI,7
azure.com:billing,7
azure.com:cdn,7
azure.com:cognitiveservices,7
azure.com:cognitiveservices-ComputerVision,3
azure.com:cognitiveservices-ContentModerator,3
azure.com:cognitiveservices-Face,3
azure.com:cognitiveservices-LUIS-Programmatic,6
azure.com:cognitiveservices-LUIS-Runtime,3
azure.com:cognitiveservices-TextAnalytics,3
azure.com:commerce,6
azure.com:compute,7
azure.com:compute-containerService,7
azure.com:compute-disk,7
azure.com:compute-runCommands,7
azure.com:compute-skus,7
azure.com:compute-swagger,6
azure.com:consumption,7
azure.com:containerinstance-containerInstance,6
azure.com:containerregistry,6
azure.com:containerservices-containerService,7
azure.com:containerservices-location,7
azure.com:containerservices-managedClusters,7
azure.com:cosmos-db,7
azure.com:customer-insights,7
azure.com:datacatalog,7
azure.com:datafactory,6
azure.com:datalake-analytics-account,7
azure.com:datalake-analytics-catalog,7
azure.com:datalake-analytics-job,7
azure.com:datalake-store-account,7
azure.com:datalake-store-filesystem,7
azure.com:datamigration,7
azure.com:deviceprovisioningservices-iotdps,7
azure.com:devtestlabs-DTL,7
azure.com:dns,7
azure.com:domainservices,7
azure.com:eventgrid-EventGrid,7
azure.com:eventhub-EventHub,7
azure.com:hanaonazure,7
azure.com:hdinsight-applications,7
azure.com:hdinsight-capabilities,7
azure.com:hdinsight-cluster,7
azure.com:hdinsight-configurations,7
azure.com:hdinsight-extensions,7
azure.com:hdinsight-operations,7
azure.com:hdinsight-scriptActions,7
azure.com:intune,7
azure.com:iothub,7
azure.com:keyvault,7
azure.com:keyvault-providers,7
azure.com:keyvault-secrets,7
azure.com:locationbasedservices,7
azure.com:logic,7
azure.com:machinelearning-commitmentPlans,7
azure.com:machinelearning-webservices,7
azure.com:machinelearning-workspaces,7
azure.com:machinelearningcompute-machineLearningCompute,7
azure.com:machinelearningexperimentation-machineLearningExperimentation,7
azure.com:managementgroups-management,7
azure.com:managementpartner-ManagementPartner,7
azure.com:marketplaceordering-Agreements,7
azure.com:mediaservices-media,7
azure.com:migrate,7
azure.com:mobileengagement-mobile-engagement,7
azure.com:monitor-actionGroups_API,6
azure.com:monitor-activityLogAlerts_API,6
azure.com:monitor-activityLogs_API,6
azure.com:monitor-alertRulesIncidents_API,6
azure.com:monitor-alertRules_API,6
azure.com:monitor-autoscale_API,6
azure.com:monitor-baseline_API,6
azure.com:monitor-calculateBaseline_API,6
azure.com:monitor-diagnosticsSettingsCategories_API,6
azure.com:monitor-diagnosticsSettings_API,6
azure.com:monitor-eventCategories_API,6
azure.com:monitor-logProfiles_API,6
azure.com:monitor-metricDefinitions_API,6
azure.com:monitor-metrics_API,6
azure.com:monitor-operations_API,6
azure.com:monitor-serviceDiagnosticsSettings_API,6
azure.com:monitor-tenantActivityLogs_API,6
azure.com:msi-ManagedIdentity,7
azure.com:mysql,7
azure.com:network,7
azure.com:network-applicationGateway,7
azure.com:network-applicationSecurityGroup,7
azure.com:network-checkDnsAvailability,7
azure.com:network-endpointService,7
azure.com:network-expressRouteCircuit,7
azure.com:network-loadBalancer,7
azure.com:network-networkInterface,7
azure.com:network-networkSecurityGroup,7
azure.com:network-networkWatcher,7
azure.com:network-operation,7
azure.com:network-publicIpAddress,7
azure.com:network-routeFilter,7
azure.com:network-routeTable,7
azure.com:network-serviceCommunity,7
azure.com:network-usage,7
azure.com:network-virtualNetwork,7
azure.com:network-virtualNetworkGateway,7
azure.com:network-vmssNetworkInterface,7
azure.com:network-vmssPublicIpAddress,7
azure.com:notificationhubs,7
azure.com:operationalinsights-OperationalInsights,7
azure.com:operationsmanagement-OperationsManagement,7
azure.com:policyinsights-policyEvents,6
azure.com:policyinsights-policyStates,6
azure.com:postgresql,7
azure.com:powerbidedicated,7
azure.com:powerbiembedded,7
azure.com:provisioningservices-iotdps,7
azure.com:recoveryservices-backup,6
azure.com:recoveryservices-registeredidentities,6
azure.com:recoveryservices-replicationusages,6
azure.com:recoveryservices-vaults,6
azure.com:recoveryservices-vaultusages,6
azure.com:recoveryservicesbackup,6
azure.com:recoveryservicesbackup-backupManagement,6
azure.com:recoveryservicesbackup-bms,6
azure.com:recoveryservicesbackup-jobs,6
azure.com:recoveryservicesbackup-operations,6
azure.com:recoveryservicesbackup-registeredIdentities,6
azure.com:recoveryservicessiterecovery-service,6
azure.com:redis,7
azure.com:relay,7
azure.com:reservations,7
azure.com:resourcehealth,7
azure.com:resources,7
azure.com:resources-features,7
azure.com:resources-links,7
azure.com:resources-locks,7
azure.com:resources-managedapplications,7
azure.com:resources-management,7
azure.com:resources-policy,7
azure.com:resources-policyAssignments,7
azure.com:resources-policyDefinitions,7
azure.com:resources-policySetDefinitions,7
azure.com:resources-subscriptions,7
azure.com:scheduler,6
azure.com:search,7
azure.com:search-searchindex,7
azure.com:search-searchservice,7
azure.com:servermanagement,7
azure.com:service-map-arm-service-map,7
azure.com:servicebus,7
azure.com:servicefabric,1
azure.com:sql-Databases,7
azure.com:sql-advisors,7
azure.com:sql-backupLongTermRetentionPolicies,7
azure.com:sql-backupLongTermRetentionVaults,7
azure.com:sql-backups,7
azure.com:sql-blobAuditingPolicies,7
azure.com:sql-cancelOperations,7
azure.com:sql-cancelPoolOperations,7
azure.com:sql-capabilities,7
azure.com:sql-checkNameAvailability,7
azure.com:sql-connectionPolicies,7
azure.com:sql-dataMasking,7
azure.com:sql-dataWarehouseUserActivities,7
azure.com:sql-databaseAutomaticTuning,7
azure.com:sql-databaseSecurityAlertPolicies,7
azure.com:sql-databases,7
azure.com:sql-deprecated,7
azure.com:sql-disasterRecoveryConfigurations,7
azure.com:sql-elasticPools,7
azure.com:sql-encryptionProtectors,7
azure.com:sql-failoverGroups,7
azure.com:sql-firewallRules,7
azure.com:sql-geoBackupPolicies,7
azure.com:sql-importExport,7
azure.com:sql-managedDatabases,7
azure.com:sql-metrics,7
azure.com:sql-operations,7
azure.com:sql-queries,7
azure.com:sql-renameDatabase,7
azure.com:sql-replicationLinks,7
azure.com:sql-restorePoints,7
azure.com:sql-serverAutomaticTuning,7
azure.com:sql-serverAzureADAdministrators,7
azure.com:sql-serverCommunicationLinks,7
azure.com:sql-serverDnsAliases,7
azure.com:sql-serverKeys,7
azure.com:sql-servers,7
azure.com:sql-serviceObjectives,7
azure.com:sql-sql.core,7
azure.com:sql-syncAgents,7
azure.com:sql-syncGroups,7
azure.com:sql-syncMembers,7
azure.com:sql-tableAuditing,7
azure.com:sql-usages,7
azure.com:sql-virtualNetworkRules,7
azure.com:storage,7
azure.com:storageimportexport,7
azure.com:storsimple8000series-storsimple,6
azure.com:streamanalytics-functions,6
azure.com:streamanalytics-inputs,6
azure.com:streamanalytics-outputs,6
azure.com:streamanalytics-streamingjobs,6
azure.com:streamanalytics-subscriptions,6
azure.com:streamanalytics-transformations,6
azure.com:subscription-subscriptionDefinitions,7
azure.com:timeseriesinsights,7
azure.com:trafficmanager,6
azure.com:trafficmanager-trafficmanageranalytics,6
azure.com:visualstudio-Csm,7
azure.com:web-AppServiceCertificateOrders,6
azure.com:web-AppServiceEnvironments,6
azure.com:web-AppServicePlans,6
azure.com:web-CertificateRegistrationProvider,6
azure.com:web-Certificates,6
azure.com:web-DeletedWebApps,6
azure.com:web-Diagnostics,6
azure.com:web-DomainRegistrationProvider,6
azure.com:web-Domains,6
azure.com:web-Provider,6
azure.com:web-Recommendations,6
azure.com:web-ResourceProvider,6
azure.com:web-TopLevelDomains,6
azure.com:web-WebApps,6
azure.com:web-logicAppsManagementClient,6
azure.com:web-service,7
bbc.co.uk,4
bbc.com,5
bbci.co.uk,5
bclaws.ca:bclaws,2
beanstream.com,1
beezup.com,5
betfair.com,1
bhagavadgita.io,1
bigoven.com,3
bikewise.org,1
bitbucket.org,5
blazemeter.com,4
bluemix.net:containers,1
botify.com,3
box.com:authorization,4
box.com:content,4
box.com:token,4
box.com:upload,3
brandlovers.com,4
brex.io,4
browshot.com,3
bufferapp.com,4
bulksms.com,4
bungie.net,2
callfire.com,5
cambase.io,4
carbondoomsday.com,3
ccp.is,3
cenit.io,5
channel4.com,5
circleci.com,3
circuitsandbox.net,3
cisco.com,3
citrixonline.com:gotomeeting,5
citrixonline.com:scim,5
citycontext.com,3
clarify.io,4
clever-cloud.com,1
clever.com,3
clickmeter.com,3
cloudmersive.com:ocr,6
cnab-online.herokuapp.com,1
code-scan.com,5
consumerfinance.gov,8
core.ac.uk,3
cybertaxonomy.eu,1
data.gov,8
data2crm.com,4
dataatwork.org,1
datumbox.com,4
deeparteffects.com,3
deutschebahn.com:betriebsstellen,2
deutschebahn.com:fahrplan,1
deutschebahn.com:fasta,5
deutschebahn.com:flinkster,1
deutschebahn.com:reisezentren,2
deutschebahn.com:stada,1
digitallinguistics.io,5
docker.com:engine,4
docusign.net,5
domainsdb.info,4
dracoon.team,1
dropx.io,3
dweet.io,4
ebay.com:buy-browse,3
ebay.com:buy-feed,3
ebay.com:buy-marketing,3
ebay.com:commerce-taxonomy,3
ebay.com:sell-fulfillment,3
envoice.in,3
epa.gov:air,1
epa.gov:case,1
epa.gov:cwa,1
epa.gov:dfr,1
epa.gov:echo,1
epa.gov:eff,1
epa.gov:rcra,1
epa.gov:sdw,1
etmdb.com,3
europeana.eu,2
exavault.com,8
fantasydata.net:cbb-v3-scores,3
fantasydata.net:cbb-v3-stats,3
fantasydata.net:cfb-v3-scores,3
fantasydata.net:golf-v2,3
fantasydata.net:mlb-v3-play-by-play,3
fantasydata.net:mlb-v3-projections,3
fantasydata.net:mlb-v3-projections-dfsr,3
fantasydata.net:mlb-v3-rotoballer-articles,3
fantasydata.net:mlb-v3-rotoballer-premium-news,3
fantasydata.net:mlb-v3-scores,3
fantasydata.net:mlb-v3-stats,3
fantasydata.net:nascar-v2,3
fantasydata.net:nba-v3-play-by-play,3
fantasydata.net:nba-v3-projections,3
fantasydata.net:nba-v3-rotoballer-articles,3
fantasydata.net:nba-v3-rotoballer-premium-news,3
fantasydata.net:nba-v3-scores,3
fantasydata.net:nba-v3-stats,3
fantasydata.net:nfl-v3-play-by-play,3
fantasydata.net:nfl-v3-projections,3
fantasydata.net:nfl-v3-projections-dfsr,3
fantasydata.net:nfl-v3-rotoballer-articles,3
fantasydata.net:nfl-v3-rotoballer-premium-news,3
fantasydata.net:nfl-v3-scores,3
fantasydata.net:nfl-v3-stats,3
fantasydata.net:nhl-v3-play-by-play,3
fantasydata.net:nhl-v3-projections,3
fantasydata.net:nhl-v3-scores,3
fantasydata.net:nhl-v3-stats,3
fantasydata.net:soccer-v3-projections,3
fantasydata.net:soccer-v3-scores,3
fantasydata.net:soccer-v3-stats,3
figshare.com,3
firebrowse.org,4
flat.io,5
flickr.com,1
formapi.io,3
freesound.org,2
funtranslations.com,4
furkot.com,3
geneea.com,4
geodesystems.com,8
getgo.com:gototraining,4
getgo.com:gotowebinar,4
getsandbox.com,5
gettyimages.com,3
giphy.com,5
gisgraphy.com,2
github.com,5
gitlab.com,3
googleapis.com:abusiveexperiencereport,8
googleapis.com:acceleratedmobilepageurl,8
googleapis.com:adexchangebuyer,8
googleapis.com:adexchangebuyer2,2
googleapis.com:adexchangeseller,2
googleapis.com:adexperiencereport,8
googleapis.com:admin,2
googleapis.com:adsense,8
googleapis.com:adsensehost,8
googleapis.com:analytics,8
googleapis.com:analyticsreporting,8
googleapis.com:androiddeviceprovisioning,8
googleapis.com:androidenterprise,8
googleapis.com:androidmanagement,8
googleapis.com:androidpublisher,8
googleapis.com:appengine,8
googleapis.com:appsactivity,8
googleapis.com:appstate,8
googleapis.com:bigquery,8
googleapis.com:bigquerydatatransfer,8
googleapis.com:blogger,2
googleapis.com:books,8
googleapis.com:calendar,8
googleapis.com:chat,8
googleapis.com:civicinfo,2
googleapis.com:classroom,8
googleapis.com:cloudbilling,8
googleapis.com:cloudbuild,8
googleapis.com:clouddebugger,8
googleapis.com:clouderrorreporting,8
googleapis.com:cloudfunctions,8
googleapis.com:cloudiot,8
googleapis.com:cloudkms,8
googleapis.com:cloudmonitoring,8
googleapis.com:cloudresourcemanager,8
googleapis.com:cloudshell,8
googleapis.com:cloudtasks,8
googleapis.com:cloudtrace,8
googleapis.com:clouduseraccounts,2
googleapis.com:compute,8
googleapis.com:consumersurveys,8
googleapis.com:container,8
googleapis.com:content,8
googleapis.com:customsearch,8
googleapis.com:dataflow,8
googleapis.com:dataproc,8
googleapis.com:datastore,8
googleapis.com:deploymentmanager,8
googleapis.com:dfareporting,2
googleapis.com:digitalassetlinks,8
googleapis.com:discovery,2
googleapis.com:dlp,8
googleapis.com:dns,8
googleapis.com:doubleclickbidmanager,8
googleapis.com:doubleclicksearch,8
googleapis.com:drive,8
googleapis.com:firebasedynamiclinks,8
googleapis.com:firebaseremoteconfig,2
googleapis.com:firebaserules,8
googleapis.com:firestore,8
googleapis.com:fitness,2
googleapis.com:fusiontables,2
googleapis.com:games,8
googleapis.com:gamesConfiguration,8
googleapis.com:gamesManagement,8
googleapis.com:genomics,8
googleapis.com:gmail,8
googleapis.com:groupsmigration,2
googleapis.com:groupssettings,8
googleapis.com:iam,8
googleapis.com:identitytoolkit,2
googleapis.com:kgsearch,8
googleapis.com:language,8
googleapis.com:licensing,2
googleapis.com:logging,8
googleapis.com:manufacturers,8
googleapis.com:mirror,8
googleapis.com:ml,8
googleapis.com:monitoring,8
googleapis.com:oauth2,8
googleapis.com:oslogin,8
googleapis.com:pagespeedonline,8
googleapis.com:partners,8
googleapis.com:people,8
googleapis.com:playcustomapp,2
googleapis.com:playmoviespartner,2
googleapis.com:plus,8
googleapis.com:plusDomains,8
googleapis.com:poly,8
googleapis.com:prediction,2
googleapis.com:proximitybeacon,8
googleapis.com:pubsub,8
googleapis.com:qpxExpress,8
googleapis.com:replicapool,2
googleapis.com:replicapoolupdater,2
googleapis.com:reseller,2
googleapis.com:resourceviews,2
googleapis.com:runtimeconfig,8
googleapis.com:safebrowsing,8
googleapis.com:script,8
googleapis.com:searchconsole,8
googleapis.com:serviceconsumermanagement,8
googleapis.com:servicecontrol,8
googleapis.com:servicemanagement,8
googleapis.com:serviceusage,8
googleapis.com:serviceuser,8
googleapis.com:sheets,8
googleapis.com:siteVerification,2
googleapis.com:slides,8
googleapis.com:sourcerepo,8
googleapis.com:spanner,8
googleapis.com:spectrum,8
googleapis.com:speech,8
googleapis.com:sqladmin,8
googleapis.com:storage,8
googleapis.com:storagetransfer,8
googleapis.com:streetviewpublish,8
googleapis.com:surveys,2
googleapis.com:tagmanager,2
googleapis.com:taskqueue,2
googleapis.com:tasks,2
googleapis.com:testing,8
googleapis.com:toolresults,8
googleapis.com:tpu,8
googleapis.com:tracing,2
googleapis.com:translate,8
googleapis.com:urlshortener,2
googleapis.com:vault,8
googleapis.com:videointelligence,8
googleapis.com:vision,8
googleapis.com:webfonts,2
googleapis.com:webmasters,8
googleapis.com:youtube,8
googleapis.com:youtubeAnalytics,8
googleapis.com:youtubereporting,8
gov.bc.ca:bcdc,2
gov.bc.ca:bcgnws,1
gov.bc.ca:geocoder,2
gov.bc.ca:geomark,2
gov.bc.ca:gwells,3
gov.bc.ca:jobposting,1
gov.bc.ca:news,1
gov.bc.ca:open511,2
gov.bc.ca:router,2
graphhopper.com,3
greenpeace.org,1
gsa.gov,1
hackathonwatch.com,1
haloapi.com:metadata,3
haloapi.com:profile,3
haloapi.com:stats,3
haloapi.com:ugc,3
healthcare.gov,8
hetras-certification.net:booking,1
hetras-certification.net:hotel,1
hhs.gov,2
highwaysengland.co.uk,1
hillbillysoftware.com:shinobi,1
hsbc.com,1
icons8.com,1
idtbeyond.com,4
ijenko.net,6
illumidesk.com,6
import.io:data,8
import.io:extraction,8
import.io:rss,8
import.io:run,4
import.io:schedule,4
inboxroute.com,3
infermedica.com,1
instagram.com,2
instawell.com,1
iqualify.com,8
isbndb.com,3
isendpro.com,1
iva-api.com,2
je-apis.com,1
jirafe.com,2
jumpseller.com,1
just-eat.co.uk,1
koomalooma.com,3
kubernetes.io,3
landregistry.gov.uk:deed,1
launchdarkly.com,5
learnifier.com,1
letmc.com:basic-tier,3
letmc.com:customer,6
letmc.com:diary,3
letmc.com:free-tier,6
letmc.com:maintenance,6
letmc.com:reporting,6
link.fish,2
lotadata.com,3
lufthansa.com:partner,6
lufthansa.com:public,6
lyft.com,3
magento.com,4
magick.nu,1
mandrillapp.com,8
mashape.com:geodb,4
mcw.edu,4
medium.com,3
miataru.com,1
microsoft.com:cognitiveservices-CustomSearch,3
microsoft.com:cognitiveservices-EntitySearch,3
microsoft.com:cognitiveservices-ImageSearch,3
microsoft.com:cognitiveservices-NewsSearch,3
microsoft.com:cognitiveservices-Prediction,1
microsoft.com:cognitiveservices-SpellCheck,3
microsoft.com:cognitiveservices-Training,1
microsoft.com:cognitiveservices-VideoSearch,3
microsoft.com:cognitiveservices-WebSearch,3
moonmoonmoonmoon.com,4
motaword.com,4
mozilla.com:kinto,4
nativeads.com,1
naviplancentral.com:factfinder,1
naviplancentral.com:plan,1
nba.com,1
neowsapp.com,4
netatmo.net,5
netlicensing.io,4
netlify.com,3
neutrinoapi.com,3
nfusionsolutions.biz,3
noosh.com,3
npr.org,5
nrel.gov:building-case-studies,3
nrel.gov:transportation-incentives-laws,3
nsidc.org,1
nytimes.com:archive,3
nytimes.com:article_search,3
nytimes.com:books_api,5
nytimes.com:community,5
nytimes.com:geo_api,3
nytimes.com:most_popular_api,5
nytimes.com:movie_reviews,3
nytimes.com:semantic_api,3
nytimes.com:times_tags,3
nytimes.com:timeswire,3
nytimes.com:top_stories,3
o2.cz:mobility,1
o2.cz:sociodemo,1
oceandrivers.com,1
omdbapi.com,5
openapi-converter.herokuapp.com,5
openbanking.org.uk,4
opencagedata.com,1
opendatanetwork.com,1
opendatasoft.com,3
openfintech.io,1
openstf.io,4
